month_year,count_month,Sentiment,Content,audio_uri,docindex,files_uri,gifs_uri,photos_uri,sender_name,share_link,sticker_uri,videothumb_uri,video_uri,timestamp_ms
October 2016,99,Neutral,What did you wrap yours with?,,10880,,,,Zoya Shepko,,,,,"October 28, 2016 10:33 AM"
October 2016,100,positive,Ohhh you don't even need to bring a suitcase! Just put it into your case,,10877,,,,Zoya Shepko,,,,,"October 28, 2016 10:40 AM"
October 2016,101,Neutral,Are you sure that's it,,10874,,,,Zoya Shepko,,,,,"October 28, 2016 10:42 AM"
October 2016,102,Neutral,Is it all together?,,10873,,,,Zoya Shepko,,,,,"October 28, 2016 10:42 AM"
October 2016,103,Neutral,Also [name] has our last name as Shepko Hamilton instead of Shepko-Hamilton,,10872,,,,Zoya Shepko,,,,,"October 28, 2016 10:43 AM"
October 2016,104,fear,I hope that doesn't matter,,10870,,,,Zoya Shepko,,,,,"October 28, 2016 10:43 AM"
October 2016,105,negative,Even though l actually wrote out both our names for her she still messed it up,,10869,,,,Zoya Shepko,,,,,"October 28, 2016 10:44 AM"
October 2016,106,Neutral,Is your bandura untuned,,10868,,,,Zoya Shepko,,,,,"October 28, 2016 10:51 AM"
October 2016,107,fear,Shit I don't have a nude bra,,10866,,,,Zoya Shepko,,,,,"October 28, 2016 11:21 AM"
October 2016,108,Neutral,No,,10864,,,,Zoya Shepko,,,,,"October 28, 2016 12:53 PM"
October 2016,109,fear,You have everything for sure,,10863,,,,Zoya Shepko,,,,,"October 28, 2016 2:31 PM"
October 2016,110,anticipation,We are leaving like right now,,10862,,,,Zoya Shepko,,,,,"October 28, 2016 2:31 PM"
October 2016,111,Neutral,No,,10856,,,,Zoya Shepko,,,,,"October 28, 2016 2:39 PM"
October 2016,112,Neutral,But l can buy some really fast,,10855,,,,Zoya Shepko,,,,,"October 28, 2016 2:45 PM"
October 2016,113,negative,[name]'s also freaking out about her bandura,,10853,,,,Zoya Shepko,,,,,"October 28, 2016 2:46 PM"
October 2016,114,Neutral,I did,,10849,,,,Zoya Shepko,,,,,"October 28, 2016 2:49 PM"
October 2016,115,Neutral,She just didn't actually read the thing on [organization] Facebook,,10848,,,,Zoya Shepko,,,,,"October 28, 2016 2:50 PM"
October 2016,116,Neutral,We,,10846,,,,Zoya Shepko,,,,,"October 28, 2016 4:42 PM"
October 2016,117,disgust,Ew,,10845,,,,Zoya Shepko,,,,,"October 28, 2016 4:42 PM"
October 2016,118,disgust,Idiot,,10844,,,,Zoya Shepko,,,,,"October 28, 2016 7:39 PM"
November 2016,1,anticipation,I thought you were going to be in Canada then,,10840,,,,Zoya Shepko,,,,,"November 1, 2016 2:18 PM"
November 2016,2,Neutral,Okay,,10837,,,,Zoya Shepko,,,,,"November 1, 2016 2:30 PM"
November 2016,3,anticipation,Wait yo birthday is on the concert day???,,10836,,,,Zoya Shepko,,,,,"November 2, 2016 4:32 PM"
November 2016,4,anticipation,Nov 28 is your birthday,,10835,,,,Zoya Shepko,,,,,"November 2, 2016 4:32 PM"
November 2016,5,positive,lol,,10833,,,,Zoya Shepko,,,,,"November 2, 2016 4:33 PM"
November 2016,6,anticipation,Sana do you have school on Friday next week,,10832,,,,Zoya Shepko,,,,,"November 3, 2016 5:01 PM"
November 2016,7,negative,We don't lameee,,10830,,,,Zoya Shepko,,,,,"November 3, 2016 5:01 PM"
November 2016,8,anticipation,We could have left for Connecticut early and have more time away from [name],,10829,,,,Zoya Shepko,,,,,"November 3, 2016 5:02 PM"
November 2016,9,Neutral,Zoya sent a photo.,,10828,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/14976285_1146942942007618_1993486838_o_1146942942007618.jpg,Zoya Shepko,,,,,"November 7, 2016 1:35 PM"
November 2016,10,Neutral,No,,10827,,,,Zoya Shepko,,,,,"November 7, 2016 1:35 PM"
November 2016,11,Neutral,Why,,10826,,,,Zoya Shepko,,,,,"November 7, 2016 1:35 PM"
November 2016,12,positive,Good,,10821,,,,Zoya Shepko,,,,,"November 7, 2016 1:36 PM"
November 2016,13,Neutral,No one cares about LinkedIn,,10820,,,,Zoya Shepko,,,,,"November 7, 2016 1:36 PM"
November 2016,14,Neutral,Ohmygod Sana you sent it out 3 times,,10819,,,,Zoya Shepko,,,,,"November 7, 2016 1:37 PM"
November 2016,15,Neutral,Zoya sent a photo.,,10816,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/14971531_1146943865340859_1485684018_o_1146943865340859.jpg,Zoya Shepko,,,,,"November 7, 2016 1:37 PM"
November 2016,16,Neutral,Yeah you right,,10814,,,,Zoya Shepko,,,,,"November 7, 2016 1:38 PM"
November 2016,17,Neutral,Did you vote already,,10812,,,,Zoya Shepko,,,,,"November 8, 2016 4:03 PM"
November 2016,18,sadness,Awww lame you do t wanna go with meeehhh,,10809,,,,Zoya Shepko,,,,,"November 8, 2016 4:15 PM"
November 2016,19,Neutral,Yes,,10806,,,,Zoya Shepko,,,,,"November 8, 2016 4:16 PM"
November 2016,20,Neutral,Yes,,10804,,,,Zoya Shepko,,,,,"November 8, 2016 4:17 PM"
November 2016,21,Neutral,Why,,10800,,,,Zoya Shepko,,,,,"November 13, 2016 7:59 PM"
November 2016,22,Neutral,K,,10797,,,,Zoya Shepko,,,,,"November 13, 2016 8:00 PM"
November 2016,23,Neutral,Zoya sent 4 photos.,,10796,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/15034036_1153084298060149_1227622630_o_1153084298060149.jpg,Zoya Shepko,,,,,"November 13, 2016 8:01 PM"
November 2016,24,Neutral,Or download them to your computer,,10795,,,,Zoya Shepko,,,,,"November 13, 2016 8:04 PM"
November 2016,25,Neutral,The quality will be better then,,10794,,,,Zoya Shepko,,,,,"November 13, 2016 8:04 PM"
November 2016,26,anticipation,Sana are in school right now,,10792,,,,Zoya Shepko,,,,,"November 15, 2016 3:27 PM"
November 2016,27,Neutral,Oh lame because I'm hanging out with Caroline,,10789,,,,Zoya Shepko,,,,,"November 15, 2016 3:28 PM"
November 2016,28,positive,lol sana you wrote my bio,,10787,,,,Zoya Shepko,,,,,"November 16, 2016 11:50 AM"
November 2016,29,Neutral,Zoya: ó°,,10786,,,,Zoya Shepko,,messages/stickers_used/39178562_1505197616293642_5411344281094848512_n_369239263222822.png,,,"November 16, 2016 11:50 AM"
November 2016,30,negative,You know [name] left the air mattress in South Carolina,,10785,,,,Zoya Shepko,,,,,"November 16, 2016 1:09 PM"
November 2016,31,negative,We only have the one that leaks,,10784,,,,Zoya Shepko,,,,,"November 16, 2016 1:09 PM"
November 2016,32,Neutral,But whatever it doesn't matter,,10783,,,,Zoya Shepko,,,,,"November 16, 2016 1:14 PM"
November 2016,33,Neutral,Zoya sent a photo.,,10782,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/15045450_1155407811161131_779835345_o_1155407811161131.jpg,Zoya Shepko,,,,,"November 16, 2016 1:24 PM"
November 2016,34,Neutral,Call the print shop,,10780,,,,Zoya Shepko,,,,,"November 17, 2016 12:16 PM"
November 2016,35,Neutral,Zoya: ó°,,10778,,,,Zoya Shepko,,messages/stickers_used/39178562_1505197616293642_5411344281094848512_n_369239263222822.png,,,"November 17, 2016 12:16 PM"
November 2016,36,Neutral,Ohmygod,,10776,,,,Zoya Shepko,,,,,"November 17, 2016 12:21 PM"
November 2016,37,anticipation,It's good you called then,,10774,,,,Zoya Shepko,,,,,"November 17, 2016 12:22 PM"
November 2016,38,Neutral,Zoya sent a photo.,,10773,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/15134018_1156399314395314_1405346749_o_1156399314395314.jpg,Zoya Shepko,,,,,"November 17, 2016 2:52 PM"
November 2016,39,Neutral,Zoya sent an attachment.,,10772,,,,Zoya Shepko,,,,,"November 17, 2016 2:52 PM"
November 2016,40,Neutral,[name] wants us to pick up [name],,10771,,,,Zoya Shepko,,,,,"November 17, 2016 2:53 PM"
November 2016,41,disgust,Ughh I was about to tell her to talk to youuuuu,,10765,,,,Zoya Shepko,,,,,"November 17, 2016 3:08 PM"
November 2016,42,Neutral,K fine l think she will fit,,10764,,,,Zoya Shepko,,,,,"November 17, 2016 3:08 PM"
November 2016,43,Neutral,No,,10762,,,,Zoya Shepko,,,,,"November 17, 2016 3:09 PM"
November 2016,44,Neutral,I always tell her to talk to you goddamnit,,10761,,,,Zoya Shepko,,,,,"November 17, 2016 3:11 PM"
November 2016,45,Neutral,We don't have to take [name],,10760,,,,Zoya Shepko,,,,,"November 17, 2016 5:49 PM"
November 2016,46,Neutral,Okay,,10757,,,,Zoya Shepko,,,,,"November 17, 2016 6:21 PM"
November 2016,47,positive,I'll be there soon,,10756,,,,Zoya Shepko,,,,,"November 17, 2016 6:21 PM"
November 2016,48,Neutral,Ohmygod I can't,,10752,,,,Zoya Shepko,,,,,"November 22, 2016 11:50 AM"
November 2016,49,negative,I honestly think I'm just gonna leave,,10751,,,,Zoya Shepko,,,,,"November 22, 2016 11:50 AM"
November 2016,50,Neutral,No reason for me to stay,,10750,,,,Zoya Shepko,,,,,"November 22, 2016 11:50 AM"
November 2016,51,Neutral,Zoya sent a photo.,,10749,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/15215891_1161244097244169_1115300741_o_1161244097244169.jpg,Zoya Shepko,,,,,"November 22, 2016 5:58 PM"
November 2016,52,Neutral,They have an egg for the eggs nest lol,,10748,,,,Zoya Shepko,,,,,"November 22, 2016 5:58 PM"
November 2016,53,Neutral,No,,10744,,,,Zoya Shepko,,,,,"November 22, 2016 9:40 PM"
November 2016,54,anger,Go away,,10743,,,,Zoya Shepko,,,,,"November 22, 2016 9:40 PM"
November 2016,55,Neutral,Ohmygod,,10739,,,,Zoya Shepko,,,,,"November 22, 2016 9:41 PM"
November 2016,56,anger,Why do you have to bring it up,,10738,,,,Zoya Shepko,,,,,"November 22, 2016 9:41 PM"
November 2016,57,Neutral,No,,10735,,,,Zoya Shepko,,,,,"November 22, 2016 9:59 PM"
November 2016,58,Neutral,Zoya sent a photo.,,10734,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/15151186_1161356193899626_70953798_n_1161356193899626.jpg,Zoya Shepko,,,,,"November 22, 2016 10:00 PM"
December 2016,1,Neutral,I'm legit driving to the bank right now,,10728,,,,Zoya Shepko,,,,,"December 1, 2016 12:48 PM"
December 2016,2,negative,Checked don't expire that fast bro,,10726,,,,Zoya Shepko,,,,,"December 1, 2016 12:48 PM"
December 2016,3,Neutral,I know,,10719,,,,Zoya Shepko,,,,,"December 1, 2016 12:49 PM"
December 2016,4,anticipation,100 each is what we thought?,,10717,,,,Zoya Shepko,,,,,"December 1, 2016 1:10 PM"
December 2016,5,Neutral,Why would we need to get paid for each performance,,10714,,,,Zoya Shepko,,,,,"December 1, 2016 1:11 PM"
December 2016,6,Neutral,Even the ones that we only got 200 for,,10708,,,,Zoya Shepko,,,,,"December 1, 2016 1:12 PM"
December 2016,7,trust,We agreed on 100 for the wedding and beacon would be put in the bank,,10705,,,,Zoya Shepko,,,,,"December 1, 2016 1:13 PM"
December 2016,8,Neutral,The rest I have is from cd,,10703,,,,Zoya Shepko,,,,,"December 1, 2016 1:13 PM"
December 2016,9,Neutral,And the library,,10700,,,,Zoya Shepko,,,,,"December 1, 2016 1:13 PM"
December 2016,10,Neutral,That's what I said,,10698,,,,Zoya Shepko,,,,,"December 1, 2016 1:14 PM"
December 2016,11,Neutral,So 100 each,,10697,,,,Zoya Shepko,,,,,"December 1, 2016 1:14 PM"
December 2016,12,anger,I already gave [name] and [name] money for travel,,10695,,,,Zoya Shepko,,,,,"December 1, 2016 1:14 PM"
December 2016,13,Neutral,Zoya challenged you in Space Invaders.,,10693,,,,Zoya Shepko,,,,,"December 1, 2016 5:00 PM"
December 2016,14,anger,Ohhhmygodd,,10690,,,,Zoya Shepko,,,,,"December 3, 2016 4:30 PM"
December 2016,15,Neutral,Why,,10689,,,,Zoya Shepko,,,,,"December 3, 2016 4:30 PM"
December 2016,16,Neutral,lol,,10687,,,,Zoya Shepko,,,,,"December 3, 2016 4:33 PM"
December 2016,17,Neutral,[name],,10686,,,,Zoya Shepko,,,,,"December 3, 2016 4:33 PM"
December 2016,18,trust,Show him the truth,,10685,,,,Zoya Shepko,,,,,"December 3, 2016 4:34 PM"
December 2016,19,anger,Ohmygod [name],,10682,,,,Zoya Shepko,,,,,"December 3, 2016 4:50 PM"
December 2016,20,negative,If he cares so much why is he dating her,,10681,,,,Zoya Shepko,,,,,"December 3, 2016 4:50 PM"
December 2016,21,Neutral,She shouldn't care so much,,10680,,,,Zoya Shepko,,,,,"December 3, 2016 4:51 PM"
December 2016,22,Neutral,About what he thinks,,10679,,,,Zoya Shepko,,,,,"December 3, 2016 4:51 PM"
December 2016,23,Neutral,Zoya sent a photo.,,10678,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/15310903_1177478052287440_600991163_o_1177478052287440.jpg,Zoya Shepko,,,,,"December 5, 2016 2:29 PM"
December 2016,24,Neutral,When will you be home,,10677,,,,Zoya Shepko,,,,,"December 6, 2016 4:16 PM"
December 2016,25,Neutral,Did you get someone to do it,,10665,,,,Zoya Shepko,,,,,"December 13, 2016 6:40 PM"
December 2016,26,Neutral,I'm home now,,10664,,,,Zoya Shepko,,,,,"December 13, 2016 6:41 PM"
December 2016,27,Neutral,What to you need?,,10661,,,,Zoya Shepko,,,,,"December 13, 2016 6:41 PM"
December 2016,28,Neutral,Does it matter which ones,,10659,,,,Zoya Shepko,,,,,"December 13, 2016 6:42 PM"
December 2016,29,anticipation,How long,,10654,,,,Zoya Shepko,,,,,"December 13, 2016 6:43 PM"
December 2016,30,Neutral,Ohmygoddd,,10649,,,,Zoya Shepko,,,,,"December 13, 2016 7:11 PM"
December 2016,31,Neutral,I just did,,10647,,,,Zoya Shepko,,,,,"December 13, 2016 7:11 PM"
December 2016,32,Neutral,Now no more,,10646,,,,Zoya Shepko,,,,,"December 13, 2016 7:11 PM"
December 2016,33,Neutral,Zoya sent a photo.,,10643,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/15556160_1188313254537253_537010114_o_1188313254537253.jpg,Zoya Shepko,,,,,"December 16, 2016 4:05 PM"
December 2016,34,Neutral,I don't know ask [name],,10638,,,,Zoya Shepko,,,,,"December 19, 2016 3:30 PM"
December 2016,35,Neutral,Lol [name] saying maybe to [name]'s party,,10637,,,,Zoya Shepko,,,,,"December 20, 2016 12:22 PM"
December 2016,36,Neutral,[name] is going  to go to Times Square by himself,,10636,,,,Zoya Shepko,,,,,"December 20, 2016 12:24 PM"
December 2016,37,positive,Yeah that fine,,10629,,,,Zoya Shepko,,,,,"December 20, 2016 4:35 PM"
December 2016,38,Neutral,He asked both of us lol,,10628,,,,Zoya Shepko,,,,,"December 20, 2016 4:35 PM"
December 2016,39,Neutral,[name]s car is supposed to fit 8,,10627,,,,Zoya Shepko,,,,,"December 20, 2016 4:36 PM"
December 2016,40,Neutral,And if [name] goes with [name],,10624,,,,Zoya Shepko,,,,,"December 20, 2016 4:36 PM"
December 2016,41,positive,It's fine,,10619,,,,Zoya Shepko,,,,,"December 20, 2016 4:36 PM"
December 2016,42,Neutral,It would be another thing if we had all the seats taken,,10618,,,,Zoya Shepko,,,,,"December 20, 2016 4:37 PM"
December 2016,43,anticipation,[name] got something in the mail,,10617,,,,Zoya Shepko,,,,,"December 24, 2016 3:12 PM"
December 2016,44,Neutral,[name] didn't take off from work for rehearsal,,10616,,,,Zoya Shepko,,,,,"December 25, 2016 10:54 AM"
December 2016,45,negative,He says no one ever told him,,10615,,,,Zoya Shepko,,,,,"December 25, 2016 10:55 AM"
December 2016,46,Neutral,Zoya sent 30 photos.,,10614,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/15748316_1195134540521791_1144166934_o_1195134540521791.jpg,Zoya Shepko,,,,,"December 25, 2016 2:43 PM"
December 2016,47,Neutral,Zoya sent 2 photos.,,10613,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/15725715_1195134560521789_157795447_o_1195134560521789.jpg,Zoya Shepko,,,,,"December 25, 2016 2:44 PM"
December 2016,48,Neutral,Never,,10610,,,,Zoya Shepko,,,,,"December 29, 2016 5:40 PM"
January 2017,1,Neutral,No,,10602,,,,Zoya Shepko,,,,,"January 5, 2017 9:17 PM"
January 2017,2,negative,[name] locked herself in your room and won't let anyone in,,10601,,,,Zoya Shepko,,,,,"January 5, 2017 9:17 PM"
January 2017,3,negative,sana she won't let anyone in,,10599,,,,Zoya Shepko,,,,,"January 5, 2017 10:14 PM"
January 2017,4,negative,you don't have a room no moaaah,,10598,,,,Zoya Shepko,,,,,"January 5, 2017 10:15 PM"
January 2017,5,Neutral,no,,10594,,,,Zoya Shepko,,,,,"January 5, 2017 10:16 PM"
January 2017,6,Neutral,oh,,10592,,,,Zoya Shepko,,,,,"January 7, 2017 5:04 PM"
January 2017,7,Neutral,um,,10589,,,,Zoya Shepko,,,,,"January 7, 2017 5:07 PM"
January 2017,8,negative,[name] won't let me into your room,,10588,,,,Zoya Shepko,,,,,"January 7, 2017 5:08 PM"
January 2017,9,Neutral,no,,10584,,,,Zoya Shepko,,,,,"January 7, 2017 5:08 PM"
January 2017,10,Neutral,did what,,10581,,,,Zoya Shepko,,,,,"January 7, 2017 5:09 PM"
January 2017,11,negative,its closed right now bro,,10579,,,,Zoya Shepko,,,,,"January 7, 2017 5:10 PM"
January 2017,12,Neutral,Yes,,10576,,,,Zoya Shepko,,,,,"January 13, 2017 11:44 PM"
January 2017,13,Neutral,Are taking the train,,10575,,,,Zoya Shepko,,,,,"January 13, 2017 11:45 PM"
January 2017,14,Neutral,Tonight,,10574,,,,Zoya Shepko,,,,,"January 13, 2017 11:45 PM"
January 2017,15,positive,Lolololol,,10570,,,,Zoya Shepko,,,,,"January 14, 2017 12:07 AM"
January 2017,16,Neutral,You should try to come,,10569,,,,Zoya Shepko,,,,,"January 14, 2017 12:07 AM"
January 2017,17,trust,We need you,,10568,,,,Zoya Shepko,,,,,"January 14, 2017 12:07 AM"
January 2017,18,Neutral,Like really bad,,10567,,,,Zoya Shepko,,,,,"January 14, 2017 12:07 AM"
January 2017,19,Neutral,And you have a solo,,10566,,,,Zoya Shepko,,,,,"January 14, 2017 12:07 AM"
January 2017,20,Neutral,Yes,,10564,,,,Zoya Shepko,,,,,"January 14, 2017 12:08 AM"
January 2017,21,Neutral,Ohhhhh,,10562,,,,Zoya Shepko,,,,,"January 14, 2017 12:13 AM"
January 2017,22,Neutral,Sana,,10561,,,,Zoya Shepko,,,,,"January 14, 2017 12:13 AM"
January 2017,23,Neutral,No,,10559,,,,Zoya Shepko,,,,,"January 14, 2017 12:13 AM"
January 2017,24,Neutral,Are you going to stay there until kosa,,10557,,,,Zoya Shepko,,,,,"January 14, 2017 12:14 AM"
January 2017,25,positive,Yes and we need to practice,,10554,,,,Zoya Shepko,,,,,"January 14, 2017 12:15 AM"
January 2017,26,Neutral,Zoya sent an attachment.,,10553,,,,Zoya Shepko,,,,,"January 14, 2017 12:15 AM"
January 2017,27,Neutral,Zoya sent a photo.,,10552,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/16121643_1211262562242322_1663715988_o_1211262562242322.jpg,Zoya Shepko,,,,,"January 16, 2017 9:51 AM"
January 2017,28,positive,lol,,10550,,,,Zoya Shepko,,,,,"January 16, 2017 11:33 PM"
January 2017,29,Neutral,Yes,,10540,,,,Zoya Shepko,,,,,"January 18, 2017 3:08 PM"
January 2017,30,anticipation,When do you get home,,10539,,,,Zoya Shepko,,,,,"January 18, 2017 3:36 PM"
January 2017,31,Neutral,Are you At work right now?,,10538,,,,Zoya Shepko,,,,,"January 24, 2017 1:59 PM"
January 2017,32,negative,Sana I'm v confused,,10536,,,,Zoya Shepko,,,,,"January 25, 2017 6:45 PM"
January 2017,33,Neutral,How do I get in,,10535,,,,Zoya Shepko,,,,,"January 25, 2017 6:46 PM"
January 2017,34,trust,Help,,10534,,,,Zoya Shepko,,,,,"January 25, 2017 6:46 PM"
January 2017,35,Neutral,Are you done with classes now,,10532,,,,Zoya Shepko,,,,,"January 26, 2017 4:32 PM"
January 2017,36,Neutral,You end at 3:30?,,10529,,,,Zoya Shepko,,,,,"January 27, 2017 2:45 PM"
January 2017,37,positive,K good,,10527,,,,Zoya Shepko,,,,,"January 27, 2017 2:48 PM"
January 2017,38,anticipation,I'll meet you there,,10526,,,,Zoya Shepko,,,,,"January 27, 2017 2:48 PM"
January 2017,39,Neutral,K,,10523,,,,Zoya Shepko,,,,,"January 27, 2017 2:49 PM"
January 2017,40,positive,Good,,10522,,,,Zoya Shepko,,,,,"January 27, 2017 2:49 PM"
January 2017,41,surprise,Ohhhhhh,,10518,,,,Zoya Shepko,,,,,"January 28, 2017 4:51 PM"
January 2017,42,Neutral,They don't want to be a rock band,,10514,,,,Zoya Shepko,,,,,"January 28, 2017 4:52 PM"
January 2017,43,negative,Sana bobriwka ends the same day that lady wants us to play for her reunion,,10511,,,,Zoya Shepko,,,,,"January 30, 2017 4:35 PM"
January 2017,44,negative,Lol [name] doesn't want to go to bobriwka again,,10505,,,,Zoya Shepko,,,,,"January 30, 2017 5:34 PM"
January 2017,45,anticipation,Did you finish jury duty,,10503,,,,Zoya Shepko,,,,,"January 30, 2017 5:35 PM"
January 2017,46,Neutral,Why,,10502,,,,Zoya Shepko,,,,,"January 30, 2017 5:35 PM"
January 2017,47,positive,Bobriwka is wayyyy better then sich,,10496,,,,Zoya Shepko,,,,,"January 30, 2017 5:35 PM"
January 2017,48,negative,Lame,,10495,,,,Zoya Shepko,,,,,"January 30, 2017 5:35 PM"
January 2017,49,negative,Lame,,10490,,,,Zoya Shepko,,,,,"January 30, 2017 5:36 PM"
January 2017,50,Neutral,You should of just  got it over with,,10489,,,,Zoya Shepko,,,,,"January 30, 2017 5:36 PM"
January 2017,51,Neutral,I don't think I should,,10479,,,,Zoya Shepko,,,,,"January 30, 2017 5:37 PM"
January 2017,52,negative,I haven't really eaten anything today,,10478,,,,Zoya Shepko,,,,,"January 30, 2017 5:38 PM"
January 2017,53,Neutral,But you have to go,,10476,,,,Zoya Shepko,,,,,"January 30, 2017 5:38 PM"
January 2017,54,anticipation,Are you still going to the gym after,,10474,,,,Zoya Shepko,,,,,"January 31, 2017 2:52 PM"
January 2017,55,Neutral,Class,,10473,,,,Zoya Shepko,,,,,"January 31, 2017 2:52 PM"
January 2017,56,positive,K good,,10470,,,,Zoya Shepko,,,,,"January 31, 2017 2:53 PM"
January 2017,57,anticipation,I just have to get a parking pass first,,10469,,,,Zoya Shepko,,,,,"January 31, 2017 2:53 PM"
January 2017,58,anticipation,Are you at the gymmm,,10468,,,,Zoya Shepko,,,,,"January 31, 2017 4:43 PM"
February 2017,1,Neutral,SANA ARE YOU GOING TP THE GYM,,10466,,,,Zoya Shepko,,,,,"February 1, 2017 7:03 PM"
February 2017,2,positive,Good,,10462,,,,Zoya Shepko,,,,,"February 1, 2017 7:05 PM"
February 2017,3,Neutral,You have to,,10461,,,,Zoya Shepko,,,,,"February 1, 2017 7:05 PM"
February 2017,4,Neutral,Because I was just there,,10460,,,,Zoya Shepko,,,,,"February 1, 2017 7:05 PM"
February 2017,5,Neutral,Now you have to,,10457,,,,Zoya Shepko,,,,,"February 1, 2017 7:05 PM"
February 2017,6,anticipation,are you going  to the gym after class San,,10456,,,,Zoya Shepko,,,,,"February 3, 2017 2:48 PM"
February 2017,7,Neutral,Yes?,,10455,,,,Zoya Shepko,,,,,"February 3, 2017 2:50 PM"
February 2017,8,positive,Good,,10453,,,,Zoya Shepko,,,,,"February 3, 2017 4:21 PM"
February 2017,9,negative,Awww lamer,,10451,,,,Zoya Shepko,,,,,"February 3, 2017 4:39 PM"
February 2017,10,Neutral,I'm in the other one already,,10450,,,,Zoya Shepko,,,,,"February 3, 2017 4:39 PM"
February 2017,11,Neutral,about what,,10448,,,,Zoya Shepko,,,,,"February 4, 2017 10:04 PM"
February 2017,12,Neutral,[name] wants everyone to go to Germany,,10443,,,,Zoya Shepko,,,,,"February 4, 2017 10:05 PM"
February 2017,13,Neutral,Sana did you already call the nail place,,10439,,,,Zoya Shepko,,,,,"February 6, 2017 10:31 PM"
February 2017,14,anticipation,Because I kinda want to go,,10436,,,,Zoya Shepko,,,,,"February 6, 2017 10:32 PM"
February 2017,15,Neutral,Yeah,,10434,,,,Zoya Shepko,,,,,"February 6, 2017 10:33 PM"
February 2017,16,anticipation,Sana I'm gonna go to the gym after class,,10432,,,,Zoya Shepko,,,,,"February 7, 2017 2:39 PM"
February 2017,17,anticipation,Let's goooooo,,10431,,,,Zoya Shepko,,,,,"February 7, 2017 2:39 PM"
February 2017,18,negative,That's pretty lame sana,,10428,,,,Zoya Shepko,,,,,"February 7, 2017 2:40 PM"
February 2017,19,negative,Lame,,10426,,,,Zoya Shepko,,,,,"February 7, 2017 2:41 PM"
February 2017,20,Neutral,No,,10423,,,,Zoya Shepko,,,,,"February 7, 2017 2:43 PM"
February 2017,21,Neutral,I'm not,,10422,,,,Zoya Shepko,,,,,"February 7, 2017 2:43 PM"
February 2017,22,Neutral,Did you call the nail place,,10421,,,,Zoya Shepko,,,,,"February 9, 2017 6:19 PM"
February 2017,23,Neutral,They might be open,,10420,,,,Zoya Shepko,,,,,"February 9, 2017 6:19 PM"
February 2017,24,sadness,aw l can't do that,,10418,,,,Zoya Shepko,,,,,"February 9, 2017 7:48 PM"
February 2017,25,Neutral,thats too early,,10417,,,,Zoya Shepko,,,,,"February 9, 2017 7:48 PM"
February 2017,26,anger,I hate your car,,10413,,,,Zoya Shepko,,,,,"February 10, 2017 2:44 PM"
February 2017,27,anger,Like so much,,10412,,,,Zoya Shepko,,,,,"February 10, 2017 2:49 PM"
February 2017,28,anger,Like no one should be driving that hunk of metal,,10411,,,,Zoya Shepko,,,,,"February 10, 2017 2:50 PM"
February 2017,29,anger,Its not even a car,,10410,,,,Zoya Shepko,,,,,"February 10, 2017 2:51 PM"
February 2017,30,disgust,Ew no,,10407,,,,Zoya Shepko,,,,,"February 13, 2017 1:07 PM"
February 2017,31,anticipation,This is supposed to be a fun weekend,,10406,,,,Zoya Shepko,,,,,"February 13, 2017 1:07 PM"
February 2017,32,Neutral,lol will [name] hang out with [name] when we go to the concert,,10405,,,,Zoya Shepko,,,,,"February 13, 2017 1:09 PM"
February 2017,33,negative,San thats so mean,,10401,,,,Zoya Shepko,,,,,"February 13, 2017 1:10 PM"
February 2017,34,Neutral,Just ask again on the event page,,10400,,,,Zoya Shepko,,,,,"February 13, 2017 1:10 PM"
February 2017,35,Neutral,But also l don't think [name] likes lake street dive,,10398,,,,Zoya Shepko,,,,,"February 13, 2017 1:11 PM"
February 2017,36,Neutral,Sana you were the one that wanted [name] to go,,10394,,,,Zoya Shepko,,,,,"February 13, 2017 1:11 PM"
February 2017,37,Neutral,Just ask again,,10393,,,,Zoya Shepko,,,,,"February 13, 2017 1:11 PM"
February 2017,38,Neutral,I'll ask to,,10391,,,,Zoya Shepko,,,,,"February 13, 2017 1:11 PM"
February 2017,39,Neutral,What,,10387,,,,Zoya Shepko,,,,,"February 13, 2017 1:12 PM"
February 2017,40,Neutral,Yes,,10385,,,,Zoya Shepko,,,,,"February 13, 2017 1:12 PM"
February 2017,41,Neutral,Did you ask already on it if anyone has a ticket?,,10384,,,,Zoya Shepko,,,,,"February 13, 2017 1:12 PM"
February 2017,42,Neutral,I'm going to the gym after class but you end earlier then me,,10381,,,,Zoya Shepko,,,,,"February 13, 2017 4:34 PM"
February 2017,43,Neutral,4:45 ish,,10378,,,,Zoya Shepko,,,,,"February 13, 2017 5:30 PM"
February 2017,44,Neutral,Yeah I'm done now,,10376,,,,Zoya Shepko,,,,,"February 13, 2017 5:36 PM"
