month_year,count_month,Sentiment,Content,audio_uri,docindex,files_uri,gifs_uri,photos_uri,sender_name,share_link,sticker_uri,videothumb_uri,video_uri,timestamp_ms
May 2016,123,Neutral,you just need to put 300 in a savings account,,12431,,,,Sana Shepko,,,,,"May 30, 2016 5:35 PM"
May 2016,124,Neutral,for the type of credit card I got,,12430,,,,Sana Shepko,,,,,"May 30, 2016 5:35 PM"
May 2016,125,Neutral,but yeah ask [name] again,,12429,,,,Sana Shepko,,,,,"May 30, 2016 5:35 PM"
May 2016,126,Neutral,oh,,12425,,,,Sana Shepko,,,,,"May 30, 2016 5:39 PM"
May 2016,127,positive,I don't know go there and talk to them also yayyyyy good job where and what,,12423,,,,Sana Shepko,,,,,"May 30, 2016 5:40 PM"
May 2016,128,joy,yayyyyyyy,,12419,,,,Sana Shepko,,,,,"May 30, 2016 5:41 PM"
May 2016,129,positive,that's great,,12418,,,,Sana Shepko,,,,,"May 30, 2016 5:41 PM"
May 2016,130,positive,yes with breaks,,12413,,,,Sana Shepko,,,,,"May 30, 2016 5:43 PM"
May 2016,131,Neutral,yes,,12412,,,,Sana Shepko,,,,,"May 30, 2016 5:43 PM"
May 2016,132,Neutral,and gas,,12411,,,,Sana Shepko,,,,,"May 30, 2016 5:43 PM"
May 2016,133,Neutral,idk,,12409,,,,Sana Shepko,,,,,"May 30, 2016 5:43 PM"
May 2016,134,Neutral,you can check the emails maybe she said something there,,12407,,,,Sana Shepko,,,,,"May 30, 2016 5:44 PM"
May 2016,135,Neutral,but I don't remember her saying anything,,12406,,,,Sana Shepko,,,,,"May 30, 2016 5:45 PM"
June 2016,1,joy,ZOYA REMEMBER THAT GREAT BAND THAT WE SAW BEFORE WILD BELLE,,12400,,,,Sana Shepko,,,,,"June 2, 2016 3:48 PM"
June 2016,2,joy,AND WE TALKED TO THE SINGER AND SHOOK HIS HAND,,12399,,,,Sana Shepko,,,,,"June 2, 2016 3:48 PM"
June 2016,3,joy,THEY JUST CAME ON MY SPOTIFY DISCOVER,,12398,,,,Sana Shepko,,,,,"June 2, 2016 3:49 PM"
June 2016,4,joy,omg this is sooooo exciting,,12397,,,,Sana Shepko,,,,,"June 2, 2016 3:49 PM"
June 2016,5,joy,DID YOU KNOW YOU CAN DEPOSIT CHECKS THROUGH AN APP,,12394,,,,Sana Shepko,,,,,"June 3, 2016 10:40 AM"
June 2016,6,Neutral,well like i don't just get checks from work,,12391,,,,Sana Shepko,,,,,"June 3, 2016 10:44 AM"
June 2016,7,positive,i can deposit a reimbursement check from [organization] THROUGH AN APP,,12390,,,,Sana Shepko,,,,,"June 3, 2016 10:45 AM"
June 2016,8,positive,how cool is that,,12389,,,,Sana Shepko,,,,,"June 3, 2016 10:45 AM"
June 2016,9,Neutral,5:30,,12386,,,,Sana Shepko,,,,,"June 3, 2016 3:26 PM"
June 2016,10,positive,do you want to go to polish school with me,,12385,,,,Sana Shepko,,,,,"June 3, 2016 3:26 PM"
June 2016,11,positive,or get dinner with me,,12384,,,,Sana Shepko,,,,,"June 3, 2016 3:26 PM"
June 2016,12,negative,oh lame,,12382,,,,Sana Shepko,,,,,"June 3, 2016 3:28 PM"
June 2016,13,Neutral,what do you mean,,12380,,,,Sana Shepko,,,,,"June 3, 2016 3:29 PM"
June 2016,14,Neutral,from poughkeepsie?,,12379,,,,Sana Shepko,,,,,"June 3, 2016 3:29 PM"
June 2016,15,Neutral,8:30,,12378,,,,Sana Shepko,,,,,"June 3, 2016 3:29 PM"
June 2016,16,Neutral,no i'm staying in poughkeepsie,,12375,,,,Sana Shepko,,,,,"June 3, 2016 3:29 PM"
June 2016,17,positive,i meant come here and get dinner with me lol,,12374,,,,Sana Shepko,,,,,"June 3, 2016 3:29 PM"
June 2016,18,negative,but you won't have time,,12372,,,,Sana Shepko,,,,,"June 3, 2016 3:29 PM"
June 2016,19,Neutral,so it's ok,,12371,,,,Sana Shepko,,,,,"June 3, 2016 3:29 PM"
June 2016,20,sadness,i'll hang out by myslef,,12370,,,,Sana Shepko,,,,,"June 3, 2016 3:29 PM"
June 2016,21,positive,oh cool,,12368,,,,Sana Shepko,,,,,"June 3, 2016 3:30 PM"
June 2016,22,positive,okay mom,,12362,,,,Sana Shepko,,,,,"June 4, 2016 1:15 AM"
June 2016,23,negative,OH MY GOD I'M SO BORED,,12361,,,,Sana Shepko,,,,,"June 7, 2016 2:51 PM"
June 2016,24,negative,UGHHHHH,,12359,,,,Sana Shepko,,,,,"June 7, 2016 2:51 PM"
June 2016,25,anticipation,we are recording july 23 weekend,,12357,,,,Sana Shepko,,,,,"June 8, 2016 12:05 PM"
June 2016,26,negative,well now we can't because [name] isn't there,,12354,,,,Sana Shepko,,,,,"June 10, 2016 4:28 PM"
June 2016,27,Neutral,so idk,,12353,,,,Sana Shepko,,,,,"June 10, 2016 4:28 PM"
June 2016,28,anticipation,well it's either we record without [name] record without [name] or get one of them to be available on the weekend that the other is,,12349,,,,Sana Shepko,,,,,"June 10, 2016 4:29 PM"
June 2016,29,Neutral,family vacation,,12347,,,,Sana Shepko,,,,,"June 10, 2016 4:30 PM"
June 2016,30,positive,also zoya [name] and his friend are in new Paltz and want to get dinner,,12346,,,,Sana Shepko,,,,,"June 10, 2016 4:34 PM"
June 2016,31,Neutral,I'll be back at 9 and [name] should get in after,,12345,,,,Sana Shepko,,,,,"June 10, 2016 4:35 PM"
June 2016,32,positive,do u wanna go out and eat with us,,12344,,,,Sana Shepko,,,,,"June 10, 2016 4:35 PM"
June 2016,33,anticipation,like do u want to meet us at a restaurant in new Paltz at 9,,12341,,,,Sana Shepko,,,,,"June 10, 2016 4:37 PM"
June 2016,34,Neutral,OMG,,12336,,,,Sana Shepko,,,,,"June 10, 2016 4:40 PM"
June 2016,35,Neutral,You sent a photo.,,12335,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/13441769_10154370409163054_368414584_o_10154370409163054.jpg,Sana Shepko,,,,,"June 14, 2016 4:06 PM"
June 2016,36,Neutral,[name] needs a sitter,,12334,,,,Sana Shepko,,,,,"June 14, 2016 4:06 PM"
June 2016,37,Neutral,when are you able to do it? it might be easier for me to just tell her when you're available,,12331,,,,Sana Shepko,,,,,"June 14, 2016 4:08 PM"
June 2016,38,negative,oh shitttt,,12323,,,,Sana Shepko,,,,,"June 15, 2016 1:14 PM"
June 2016,39,Neutral,what should we do,,12322,,,,Sana Shepko,,,,,"June 15, 2016 1:35 PM"
June 2016,40,anticipation,does he want to have friends over ?,,12320,,,,Sana Shepko,,,,,"June 15, 2016 2:50 PM"
June 2016,41,Neutral,not yet,,12316,,,,Sana Shepko,,,,,"June 16, 2016 1:37 PM"
June 2016,42,Neutral,what should I get,,12315,,,,Sana Shepko,,,,,"June 16, 2016 1:37 PM"
June 2016,43,anticipation,when do you come home,,12313,,,,Sana Shepko,,,,,"June 18, 2016 4:43 PM"
June 2016,44,Neutral,what does that have to do with me going to bed,,12308,,,,Sana Shepko,,,,,"June 19, 2016 12:29 AM"
June 2016,45,Neutral,what,,12306,,,,Sana Shepko,,,,,"June 19, 2016 12:31 AM"
June 2016,46,Neutral,so what does that mean,,12305,,,,Sana Shepko,,,,,"June 19, 2016 12:32 AM"
June 2016,47,Neutral,no I moved t,,12303,,,,Sana Shepko,,,,,"June 19, 2016 12:35 AM"
June 2016,48,Neutral,gotta practice,,12302,,,,Sana Shepko,,,,,"June 19, 2016 9:56 AM"
June 2016,49,Neutral,are there still people here,,12300,,,,Sana Shepko,,,,,"June 19, 2016 10:01 AM"
June 2016,50,Neutral,is [name] awake,,12298,,,,Sana Shepko,,,,,"June 19, 2016 10:01 AM"
June 2016,51,positive,let's just practice bandura,,12297,,,,Sana Shepko,,,,,"June 19, 2016 10:01 AM"
June 2016,52,Neutral,no she wants to come for that day with [name],,12293,,,,Sana Shepko,,,,,"June 21, 2016 3:12 PM"
June 2016,53,anger,i don't fucking know,,12292,,,,Sana Shepko,,,,,"June 21, 2016 3:12 PM"
June 2016,54,negative,it's my fault because I started planning it and then forgot that I was planning it,,12291,,,,Sana Shepko,,,,,"June 21, 2016 3:13 PM"
June 2016,55,negative,it doesn't make sense,,12290,,,,Sana Shepko,,,,,"June 21, 2016 3:13 PM"
June 2016,56,negative,This plan just doesn't make sense,,12287,,,,Sana Shepko,,,,,"June 21, 2016 3:13 PM"
June 2016,57,negative,it doesn't make sense for her to come on Wednesday and have a party,,12286,,,,Sana Shepko,,,,,"June 21, 2016 3:13 PM"
June 2016,58,Neutral,but she wants to do it,,12285,,,,Sana Shepko,,,,,"June 21, 2016 3:14 PM"
June 2016,59,Neutral,she's in the city on the weekend,,12283,,,,Sana Shepko,,,,,"June 21, 2016 3:14 PM"
June 2016,60,Neutral,but she'll be home anyway,,12282,,,,Sana Shepko,,,,,"June 21, 2016 3:14 PM"
June 2016,61,Neutral,I knew,,12280,,,,Sana Shepko,,,,,"June 21, 2016 3:14 PM"
June 2016,62,Neutral,know,,12279,,,,Sana Shepko,,,,,"June 21, 2016 3:15 PM"
June 2016,63,anticipation,I have to plan with everyone though,,12278,,,,Sana Shepko,,,,,"June 21, 2016 3:15 PM"
June 2016,64,Neutral,ok but there's no point in having a party at bobriwka if there's no one there et,,12274,,,,Sana Shepko,,,,,"June 21, 2016 3:17 PM"
June 2016,65,Neutral,should I not bring a suitcase,,12270,,,,Sana Shepko,,,,,"June 21, 2016 10:30 PM"
June 2016,66,Neutral,what should I bring,,12269,,,,Sana Shepko,,,,,"June 21, 2016 10:30 PM"
June 2016,67,anticipation,ok i still have to shower i was just planning how to get [name] fucking [name] here,,12267,,,,Sana Shepko,,,,,"June 22, 2016 2:13 PM"
June 2016,68,sadness,ok sorry,,12265,,,,Sana Shepko,,,,,"June 22, 2016 2:24 PM"
June 2016,69,surprise,wtf,,12262,,,,Sana Shepko,,,,,"June 26, 2016 9:49 PM"
June 2016,70,surprise,lol why,,12260,,,,Sana Shepko,,,,,"June 26, 2016 9:49 PM"
June 2016,71,surprise,did they sleep in our sheets,,12259,,,,Sana Shepko,,,,,"June 26, 2016 9:49 PM"
June 2016,72,Neutral,because like...,,12257,,,,Sana Shepko,,,,,"June 26, 2016 9:49 PM"
June 2016,73,Neutral,we were naked in there...,,12255,,,,Sana Shepko,,,,,"June 26, 2016 9:49 PM"
June 2016,74,positive,jokes on them lol,,12254,,,,Sana Shepko,,,,,"June 26, 2016 9:49 PM"
June 2016,75,positive,also too much info but really it just sucks for them lol,,12253,,,,Sana Shepko,,,,,"June 26, 2016 9:50 PM"
June 2016,76,anger,[name] was probably super mad so this was her vengeance,,12252,,,,Sana Shepko,,,,,"June 26, 2016 9:51 PM"
June 2016,77,trust,aww why what's wrong besides that,,12250,,,,Sana Shepko,,,,,"June 26, 2016 9:55 PM"
June 2016,78,anger,oh shit did everyone drink my giant wine jug,,12249,,,,Sana Shepko,,,,,"June 26, 2016 9:58 PM"
June 2016,79,trust,can you make sure that doesn't get opened,,12248,,,,Sana Shepko,,,,,"June 26, 2016 9:59 PM"
June 2016,80,Neutral,no I got a jug of rose,,12244,,,,Sana Shepko,,,,,"June 26, 2016 10:08 PM"
June 2016,81,Neutral,it was called blush,,12243,,,,Sana Shepko,,,,,"June 26, 2016 10:08 PM"
June 2016,82,Neutral,it was in a paper bag,,12241,,,,Sana Shepko,,,,,"June 26, 2016 10:08 PM"
June 2016,83,Neutral,in the fridge,,12240,,,,Sana Shepko,,,,,"June 26, 2016 10:08 PM"
June 2016,84,Neutral,where [name] put his beer,,12239,,,,Sana Shepko,,,,,"June 26, 2016 10:09 PM"
June 2016,85,Neutral,no in the kitchen,,12237,,,,Sana Shepko,,,,,"June 26, 2016 10:09 PM"
June 2016,86,Neutral,where [name] put his beer but everyone drank his beer so probably everyone drank my shit too,,12236,,,,Sana Shepko,,,,,"June 26, 2016 10:09 PM"
June 2016,87,anger,but if they didn't could you make sure nobody touches it because I'm annoyed about supplying everyone with alcohol all the time,,12235,,,,Sana Shepko,,,,,"June 26, 2016 10:10 PM"
June 2016,88,Neutral,idk,,12233,,,,Sana Shepko,,,,,"June 26, 2016 10:21 PM"
June 2016,89,positive,woohoo!!,,12230,,,,Sana Shepko,,,,,"June 27, 2016 12:17 AM"
June 2016,90,positive,thx,,12229,,,,Sana Shepko,,,,,"June 27, 2016 12:17 AM"
June 2016,91,sadness,tell [name] I miss him,,12228,,,,Sana Shepko,,,,,"June 27, 2016 12:17 AM"
June 2016,92,Neutral,lol,,12224,,,,Sana Shepko,,,,,"June 27, 2016 12:21 AM"
June 2016,93,sadness,I started going through humans of New York and there were all these stories about kids with cancer and l started crying,,12223,,,,Sana Shepko,,,,,"June 27, 2016 12:22 AM"
June 2016,94,negative,it was pretty lame,,12222,,,,Sana Shepko,,,,,"June 27, 2016 12:22 AM"
June 2016,95,Neutral,also [name] called you because she wanted you to post video from lemko vatra,,12221,,,,Sana Shepko,,,,,"June 27, 2016 12:23 AM"
June 2016,96,anger,are they really that bad,,12218,,,,Sana Shepko,,,,,"June 27, 2016 12:27 PM"
June 2016,97,Neutral,can you send them to me,,12217,,,,Sana Shepko,,,,,"June 27, 2016 12:28 PM"
June 2016,98,anticipation,yo die antwoord is doing a concert in the city in october,,12215,,,,Sana Shepko,,,,,"June 27, 2016 1:54 PM"
June 2016,99,anticipation,it's gonna be crazy,,12214,,,,Sana Shepko,,,,,"June 27, 2016 1:54 PM"
June 2016,100,Neutral,42,,12212,,,,Sana Shepko,,,,,"June 27, 2016 1:54 PM"
June 2016,101,Neutral,not bad,,12211,,,,Sana Shepko,,,,,"June 27, 2016 1:54 PM"
June 2016,102,Neutral,can you send me list of what I need to bring,,12210,,,,Sana Shepko,,,,,"June 27, 2016 6:36 PM"
June 2016,103,Neutral,You sent a photo.,,12209,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/13548730_10154406437473054_948957601_o_10154406437473054.jpg,Sana Shepko,,,,,"June 27, 2016 6:41 PM"
June 2016,104,Neutral,You sent a photo.,,12208,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/photos/13518059_10154406438163054_1050191909_o_10154406438163054.jpg,Sana Shepko,,,,,"June 27, 2016 6:41 PM"
June 2016,105,anger,also wtf why is [name] so annoying she knew we were playing at lemko vatra...,,12207,,,,Sana Shepko,,,,,"June 27, 2016 6:42 PM"
June 2016,106,anger,like what the actual fuck,,12206,,,,Sana Shepko,,,,,"June 27, 2016 6:42 PM"
June 2016,107,Neutral,i don't think she forgets,,12202,,,,Sana Shepko,,,,,"June 27, 2016 6:54 PM"
June 2016,108,anger,i think she's lying because it's more convenient to say it like this,,12201,,,,Sana Shepko,,,,,"June 27, 2016 6:54 PM"
June 2016,109,Neutral,where is cat food,,12200,,,,Sana Shepko,,,,,"June 27, 2016 10:34 PM"
June 2016,110,surprise,ohhh I thought because you had a bowl for her in your room that's where the cat food was,,12197,,,,Sana Shepko,,,,,"June 27, 2016 10:36 PM"
June 2016,111,surprise,she's so hungry holy macaroni,,12195,,,,Sana Shepko,,,,,"June 27, 2016 10:37 PM"
June 2016,112,Neutral,You sent a video.,,12194,,,,Sana Shepko,,,messages/inbox/ZoyaShepko_1AnAuMsTUQ/videos/thumbnails/13481512_10154406859693054_1186105482_n.jpg,messages/inbox/ZoyaShepko_1AnAuMsTUQ/videos/video1467081461_10154406859683054.mp4,"June 27, 2016 10:37 PM"
June 2016,113,positive,it's 11:11 make a wish,,12191,,,,Sana Shepko,,,,,"June 27, 2016 11:11 PM"
June 2016,114,surprise,why,,12189,,,,Sana Shepko,,,,,"June 27, 2016 11:12 PM"
June 2016,115,Neutral,is it because [name] is there,,12187,,,,Sana Shepko,,,,,"June 27, 2016 11:12 PM"
June 2016,116,surprise,what??? what happened to the [name] tent??,,12186,,,,Sana Shepko,,,,,"June 27, 2016 11:13 PM"
June 2016,117,Neutral,to where,,12184,,,,Sana Shepko,,,,,"June 27, 2016 11:13 PM"
June 2016,118,Neutral,so why doesn't anyone go there,,12182,,,,Sana Shepko,,,,,"June 27, 2016 11:13 PM"
June 2016,119,Neutral,so,,12180,,,,Sana Shepko,,,,,"June 27, 2016 11:13 PM"
June 2016,120,Neutral,that's better because it doesn't keep up the kids,,12179,,,,Sana Shepko,,,,,"June 27, 2016 11:13 PM"
June 2016,121,Neutral,why aren't you all partying there,,12178,,,,Sana Shepko,,,,,"June 27, 2016 11:14 PM"
June 2016,122,Neutral,who is they,,12176,,,,Sana Shepko,,,,,"June 27, 2016 11:14 PM"
June 2016,123,Neutral,oh the [name]'s don't want to party,,12174,,,,Sana Shepko,,,,,"June 27, 2016 11:14 PM"
June 2016,124,Neutral,i see,,12173,,,,Sana Shepko,,,,,"June 27, 2016 11:14 PM"
June 2016,125,Neutral,well who does want to party?,,12172,,,,Sana Shepko,,,,,"June 27, 2016 11:15 PM"
June 2016,126,negative,are you kidding,,12170,,,,Sana Shepko,,,,,"June 27, 2016 11:15 PM"
June 2016,127,Neutral,i'm sure they do,,12169,,,,Sana Shepko,,,,,"June 27, 2016 11:15 PM"
June 2016,128,Neutral,there's nothing else to do,,12168,,,,Sana Shepko,,,,,"June 27, 2016 11:15 PM"
June 2016,129,Neutral,i have wine and all the rum that was left over,,12166,,,,Sana Shepko,,,,,"June 27, 2016 11:16 PM"
June 2016,130,Neutral,from [name]'s birthday/my birthday,,12164,,,,Sana Shepko,,,,,"June 27, 2016 11:16 PM"
June 2016,131,anticipation,don't worry me and [name] are coming tomorrow,,12162,,,,Sana Shepko,,,,,"June 27, 2016 11:16 PM"
June 2016,132,positive,we will make everyone party,,12161,,,,Sana Shepko,,,,,"June 27, 2016 11:16 PM"
June 2016,133,negative,LAMEEEE,,12159,,,,Sana Shepko,,,,,"June 27, 2016 11:17 PM"
June 2016,134,anticipation,hey zoya can you make sure that there's like snack food,,12158,,,,Sana Shepko,,,,,"June 27, 2016 11:17 PM"
June 2016,135,Neutral,like pickles and shit,,12157,,,,Sana Shepko,,,,,"June 27, 2016 11:17 PM"
June 2016,136,anticipation,and figure out where is a nice area for everyone to sit and chill tomorrow night,,12156,,,,Sana Shepko,,,,,"June 27, 2016 11:17 PM"
June 2016,137,anticipation,get [name] to make a fire,,12155,,,,Sana Shepko,,,,,"June 27, 2016 11:17 PM"
June 2016,138,anticipation,make get [name] and [name] to go to town,,12153,,,,Sana Shepko,,,,,"June 27, 2016 11:18 PM"
June 2016,139,negative,they haven't gotten anything for anyone yet,,12152,,,,Sana Shepko,,,,,"June 27, 2016 11:18 PM"
June 2016,140,Neutral,and [name] is her boyfriend,,12151,,,,Sana Shepko,,,,,"June 27, 2016 11:18 PM"
June 2016,141,Neutral,[name] would do it but he shouldn't be the one,,12150,,,,Sana Shepko,,,,,"June 27, 2016 11:18 PM"
June 2016,142,Neutral,oh ok,,12148,,,,Sana Shepko,,,,,"June 27, 2016 11:18 PM"
June 2016,143,positive,well i think it would be good to have snackey food,,12147,,,,Sana Shepko,,,,,"June 27, 2016 11:18 PM"
June 2016,144,anticipation,and i'll try to stop in the store tomorrow and pick up some stuff,,12146,,,,Sana Shepko,,,,,"June 27, 2016 11:19 PM"
June 2016,145,Neutral,like juice to mix with the rum or something,,12145,,,,Sana Shepko,,,,,"June 27, 2016 11:19 PM"
June 2016,146,Neutral,or soda,,12144,,,,Sana Shepko,,,,,"June 27, 2016 11:19 PM"
June 2016,147,Neutral,we don't have goat cheese,,12141,,,,Sana Shepko,,,,,"June 27, 2016 11:19 PM"
June 2016,148,Neutral,or maybe we do,,12140,,,,Sana Shepko,,,,,"June 27, 2016 11:19 PM"
June 2016,149,Neutral,i haven't really looked in the fridge,,12139,,,,Sana Shepko,,,,,"June 27, 2016 11:20 PM"
June 2016,150,Neutral,i just really want pickles,,12138,,,,Sana Shepko,,,,,"June 27, 2016 11:20 PM"
June 2016,151,positive,cool,,12136,,,,Sana Shepko,,,,,"June 27, 2016 11:21 PM"
June 2016,152,anticipation,but make sure someone goes into town tomorrow to get snacky stuff,,12135,,,,Sana Shepko,,,,,"June 27, 2016 11:21 PM"
June 2016,153,anticipation,because i won't have a lot of time tomorrow,,12134,,,,Sana Shepko,,,,,"June 27, 2016 11:21 PM"
June 2016,154,Neutral,or don't make sure,,12133,,,,Sana Shepko,,,,,"June 27, 2016 11:22 PM"
June 2016,155,Neutral,just lemme know,,12132,,,,Sana Shepko,,,,,"June 27, 2016 11:22 PM"
June 2016,156,Neutral,text me,,12131,,,,Sana Shepko,,,,,"June 27, 2016 11:22 PM"
June 2016,157,Neutral,i'm gonna go to sleep,,12130,,,,Sana Shepko,,,,,"June 27, 2016 11:22 PM"
June 2016,158,Neutral,snacky stuff and wine,,12129,,,,Sana Shepko,,,,,"June 27, 2016 11:23 PM"
June 2016,159,anticipation,we gotta get [name] at least a little bit drunk for her birthday,,12128,,,,Sana Shepko,,,,,"June 27, 2016 11:23 PM"
June 2016,160,Neutral,what about [name],,12126,,,,Sana Shepko,,,,,"June 27, 2016 11:24 PM"
June 2016,161,Neutral,doesn't [name] care,,12125,,,,Sana Shepko,,,,,"June 27, 2016 11:24 PM"
June 2016,162,Neutral,doesn't [name] care,,12124,,,,Sana Shepko,,,,,"June 27, 2016 11:24 PM"
June 2016,163,anger,wtf,,12123,,,,Sana Shepko,,,,,"June 27, 2016 11:24 PM"
June 2016,164,anger,wtf,,12121,,,,Sana Shepko,,,,,"June 27, 2016 11:25 PM"
June 2016,165,Neutral,it's her sister,,12120,,,,Sana Shepko,,,,,"June 27, 2016 11:25 PM"
July 2016,1,anticipation,are you working tomorrow i need a car to go to poughkeepsie,,12119,,,,Sana Shepko,,,,,"July 5, 2016 5:37 PM"
July 2016,2,joy,YES I GET TO WATCH [name] TONIGHT,,12118,,,,Sana Shepko,,,,,"July 7, 2016 10:01 AM"
July 2016,3,Neutral,I asked her if she can give me a check right away I don't feel like chasing her down bc idk when I'll babysit next,,12116,,,,Sana Shepko,,,,,"July 7, 2016 10:03 AM"
July 2016,4,Neutral,shapers in new paltz,,12113,,,,Sana Shepko,,,,,"July 7, 2016 10:17 AM"
July 2016,5,Neutral,appointment at 2pm,,12112,,,,Sana Shepko,,,,,"July 7, 2016 10:17 AM"
July 2016,6,Neutral,the place is really nice,,12111,,,,Sana Shepko,,,,,"July 7, 2016 10:17 AM"
July 2016,7,Neutral,they also do nails and waxing,,12110,,,,Sana Shepko,,,,,"July 7, 2016 10:18 AM"
July 2016,8,fear,zoya omg so this internship wants me to stay into next year right,,12108,,,,Sana Shepko,,,,,"July 7, 2016 10:51 AM"
July 2016,9,positive,and [name] just told me they want me to work more hours in the fall AND they're giving me another raise,,12107,,,,Sana Shepko,,,,,"July 7, 2016 10:52 AM"
July 2016,10,fear,i'm kind of freaking out,,12106,,,,Sana Shepko,,,,,"July 7, 2016 10:52 AM"
July 2016,11,negative,because i'm going to be so fucking busy in the fall,,12105,,,,Sana Shepko,,,,,"July 7, 2016 10:52 AM"
July 2016,12,negative,the internship basically wants me to quit my job but i'm like yo do you want me to quit school too like wtf,,12104,,,,Sana Shepko,,,,,"July 7, 2016 10:53 AM"
July 2016,13,anticipation,I'm here what time do you go to work can you drop me off at [name]s house I need to leave in 15 min,,12101,,,,Sana Shepko,,,,,"July 8, 2016 8:16 AM"
July 2016,14,Neutral,yeah that's ok,,12092,,,,Sana Shepko,,,,,"July 8, 2016 11:27 AM"
July 2016,15,Neutral,you can work in the morning,,12091,,,,Sana Shepko,,,,,"July 8, 2016 11:27 AM"
July 2016,16,Neutral,no not yet,,12089,,,,Sana Shepko,,,,,"July 8, 2016 11:28 AM"
July 2016,17,Neutral,can you talk to her,,12088,,,,Sana Shepko,,,,,"July 8, 2016 11:28 AM"
July 2016,18,Neutral,[name] isn't doing anything,,12083,,,,Sana Shepko,,,,,"July 8, 2016 11:31 AM"
July 2016,19,positive,she's fine,,12081,,,,Sana Shepko,,,,,"July 8, 2016 11:31 AM"
July 2016,20,sadness,sorry that I haven't been really organized with this,,12079,,,,Sana Shepko,,,,,"July 8, 2016 11:31 AM"
July 2016,21,negative,I've been doing too much and haven't had time,,12078,,,,Sana Shepko,,,,,"July 8, 2016 11:31 AM"
July 2016,22,anticipation,but we should start practicing the songs,,12077,,,,Sana Shepko,,,,,"July 8, 2016 11:32 AM"
July 2016,23,Neutral,and finalizing the list,,12076,,,,Sana Shepko,,,,,"July 8, 2016 11:32 AM"
July 2016,24,anticipation,we can do that tonight maybe,,12075,,,,Sana Shepko,,,,,"July 8, 2016 11:32 AM"
July 2016,25,anticipation,I get home at 6,,12074,,,,Sana Shepko,,,,,"July 8, 2016 11:32 AM"
July 2016,26,Neutral,ok deal,,12072,,,,Sana Shepko,,,,,"July 8, 2016 11:32 AM"
July 2016,27,Neutral,I'll text [name],,12070,,,,Sana Shepko,,,,,"July 8, 2016 11:36 AM"
July 2016,28,Neutral,pretty sure,,12069,,,,Sana Shepko,,,,,"July 8, 2016 11:36 AM"
July 2016,29,Neutral,haven't taken off work yet,,12068,,,,Sana Shepko,,,,,"July 8, 2016 11:37 AM"
July 2016,30,Neutral,yeah probs,,12065,,,,Sana Shepko,,,,,"July 8, 2016 11:40 AM"
July 2016,31,Neutral,yeah,,12062,,,,Sana Shepko,,,,,"July 8, 2016 11:41 AM"
July 2016,32,Neutral,and I'm not sure,,12061,,,,Sana Shepko,,,,,"July 8, 2016 11:41 AM"
July 2016,33,Neutral,when you come home,,12056,,,,Sana Shepko,,,,,"July 9, 2016 12:18 PM"
July 2016,34,Neutral,I wanna go for a run right now,,12055,,,,Sana Shepko,,,,,"July 9, 2016 12:18 PM"
July 2016,35,Neutral,[name] just went,,12054,,,,Sana Shepko,,,,,"July 9, 2016 12:18 PM"
July 2016,36,Neutral,The video chat ended.,,12052,,,,Sana Shepko,,,,,"July 9, 2016 12:19 PM"
July 2016,37,anticipation,we can park at church it doesn't matter,,12050,,,,Sana Shepko,,,,,"July 9, 2016 12:20 PM"
July 2016,38,trust,do u want me to get u an ezpass and will u pay me back if I do,,12049,,,,Sana Shepko,,,,,"July 11, 2016 5:17 PM"
July 2016,39,Neutral,zoya talking to [name],,12047,,,,Sana Shepko,,,,,"July 11, 2016 11:02 PM"
July 2016,40,Neutral,ok done,,12046,,,,Sana Shepko,,,,,"July 11, 2016 11:17 PM"
July 2016,41,Neutral,wanna keep watching,,12045,,,,Sana Shepko,,,,,"July 11, 2016 11:17 PM"
July 2016,42,Neutral,or nah,,12044,,,,Sana Shepko,,,,,"July 11, 2016 11:17 PM"
July 2016,43,Neutral,I wanna keep watching,,12043,,,,Sana Shepko,,,,,"July 11, 2016 11:17 PM"
July 2016,44,Neutral,aw ok,,12040,,,,Sana Shepko,,,,,"July 11, 2016 11:17 PM"
July 2016,45,Neutral,zoya do we have any photo-ey people that can help take korinya photoshoot on saturday,,12039,,,,Sana Shepko,,,,,"July 19, 2016 11:26 AM"
July 2016,46,Neutral,why not,,12037,,,,Sana Shepko,,,,,"July 19, 2016 11:29 AM"
July 2016,47,surprise,ohhh is she working,,12036,,,,Sana Shepko,,,,,"July 19, 2016 11:29 AM"
July 2016,48,Neutral,no idea,,12030,,,,Sana Shepko,,,,,"July 22, 2016 11:06 AM"
July 2016,49,Neutral,no,,12027,,,,Sana Shepko,,,,,"July 22, 2016 11:10 AM"
July 2016,50,Neutral,[name] says after fine T,,12024,,,,Sana Shepko,,,,,"July 22, 2016 11:14 AM"
July 2016,51,positive,dinner,,12023,,,,Sana Shepko,,,,,"July 22, 2016 11:14 AM"
July 2016,52,anticipation,yesss [name]s not coming,,12022,,,,Sana Shepko,,,,,"July 22, 2016 4:32 PM"
July 2016,53,Neutral,lol,,12020,,,,Sana Shepko,,,,,"July 22, 2016 4:37 PM"
July 2016,54,Neutral,[name] was supposed to,,12016,,,,Sana Shepko,,,,,"July 24, 2016 1:36 AM"
